Address;Title;Description;Rooms;Living Space (sqm);Price;Price_per_SquareMeter
Kreuzlingerstrasse 8B, 8560 Märstetten;3.5 Zimmer Gartenwohnung im Wydenpark;;3.5;80.0;590000.0;7375.0
1926 Fully;Haut standing;Promotion MINERGIE de 13 villas mitoyennes de luxe de 5,5 et 6,5 pièces ainsi qu'une villa individuelle de 7,5 pièces sur le coteau de Branson à Fully offrant une luminosité et une efficience énergétique maximale. POINTS FORTS :- MINERGIE- Finitions Haut-Standing- PAC indépendante pour chaque villa- Domotique - Esthétique générale hors du commun- Excellente situation sur le coteau de Branson à Fully- Panneaux solaires photovoltaïques et thermiques- Possibilité d'installation de batteries de charges indépendantes- Récupération et filtration des eaux de pluie- Aspirateur centralisé- Orientation Sud-Ouest- Vitres anti-UV- Finitions au gré de preneurDéclinées en 3 typologies chaque villa vous offre un jardin, 2 terrasses privatives (dont une couverte), un balcon, un local technique/buanderie, un espace atelier/salle de jeux ou chambre avec salle de bain, et un garage couvert pour deux voitures.La villa jumelée A21 d'une surface de 194 m2 avec jardin privatif de 109 m2 se compose de la manière suivante :Rez :- Couvert à voiture de 57.12 m2- Hall d'entrée de 8.39 m2- Salle de jeux de 17 m2 avec salle de bain privative : Douche, WC et lavabo- Local technique de 15.23 m2- Cage d'escalier1er étage :- Hall d'entrée de 13.23 m2 avec penderie - Terrasse/Patio orienté Nord/Ouest de 29.64 m2- Cage d'escalier- WC visiteur avec lavabo- Cuisine équipée ouverte sur séjour (avec belle hauteur) pour un total de 47.24 m2- Accès direct terrasse orientée Sud de 36.77 m22ème étage :- Cage d'escalier- Dégagement de 6.95 m2- 3 chambres :- Une chambre Nord de 14.64 m2 avec balcon de 2.52 m2- Une 2ème Nord de 13.82 m2- Une 3ème de 17.21 m2 avec balcon de 5.25 m2Couvert pour 2 voitures au prix de 50'000 CHF en sus obligatoirePARKING : Places supplémentaires disponibles.COMMODITÉS :- Bus 311 à 2 min à pied - Centre de Fully à 1,7 km- Accès autoroute à 2,9 kmChez nous la curiosité est un joli défaut alors appelez-nous directement pour plus d'informations ou une visite sur place !!Cyril 079 464 11 35Tous les lots disponibles dans la liste !!;6.5;224.0;1320000.0;5892.857142857143
Chemin des Narcisse 45, 1880 Bex;Opportunité à Saisir ! 4.5 p 107 m2 avec balcon - Dernier étage;"Atmosphère de sérénité incomparable ! Disponibles début juillet 2024Découvrez La Résidence des"" Reflets du Midi"" proposant des Appartements neufs, de 2-5 p à 4.5 p, nichés au coeur d'un quartier résidentiel paisible, entourés de villas et de verdure.Offrant une atmosphère de tranquillité incomparable, chaque appartement est conçu pour apporter une harmonie parfaite entre confort moderne et nature environnante.Totalement terminés en juillet 2024, ces appartements offrent des prix concurrentiels, faisant de cette opportunité une option attrayante pour celles et ceux qui sont à la recherche d'un cadre de vie serein et confortable, bien desservis par les transports publics.Pour fixer Rendez-vous ou recevoir une brochure complète : Mme Lucrèce Constantin - 079 799 58 90 lucrece.constantin@bernard-nicod.ch";4.5;101.0;588000.0;5821.782178217822
Dürrenmattweg 13, 4123 Allschwil;TRIO CENTRAL,  stadt- und naturnahe Toplage;;5.5;173.0;2060000.0;11907.514450867053
Hagenstrasse 4, 6037 Root;"""Ambience"" - Wohntraum an begehrter Lage!";;4.5;139.0;1475000.0;10611.510791366907
RANCATE, 6862 Rancate;Attico - Rancate;"A Rancate, comune di Mendrisio, vendiamo 2 APPARTAMENTI di 4,5 locali in una nuova villa bifamiliare da costruire ""chiavi in mano"", anche come RESIDENZA SECONDARIA. La zona è residenziale, tranquilla e soleggiata. La superficie utile lorda abitabile di ogni appartamento è di ca. 121 mq + terrazza, giardino e seminterrato. Ogni appartamento ha la sua propria entrata indipendente ed è composto da atrio ingresso con guardaroba, soggiorno-pranzo con cucina americana e terrazza, doppi servizi, camera padronale e 2 camere ragazzi. Sia l'appartamento al pianterreno che quello al 1° piano hanno un giardino ad uso esclusivo, rispettivamente di ca. 182 mq (PT) e ca. 34 mq (1°P). Al piano seminterrato, con entrate indipendenti, si trovano cantina e lavanderia per ogni appartamento ed il locale tecnico. Due posteggi coperti per ogni abitazione completano questa moderna proposta immobiliare. Appartamento 1 - PT: Chf 1'050'000.-. Appartamento 2 - 1P: Chf 945'000.- (Deutsch/english: immobiliare.mpp.ch)";4.5;151.0;945000.0;6258.278145695364
1424 Champagne;4.5 pièces au 1er étage d'une nouvelle construction;"Le chantier a démarré !Bienvenue à ""La Pétillante"", où cet appartement de 4.5 pièces au 1er étage offre une belle opportunité de vie.Avec environ 87 m2 habitables, son agencement moderne et fonctionnel répond parfaitement à vos besoins quotidiens.Découvrez ses caractéristiques :- Un hall d'entrée aménageable- Un WC séparé- Un séjour spacieux donnant sur une loggia d'environ 11 m².- Une cuisine ouverte entièrement équipée et agencée.- Une salle-de-bains avec WC et lavabo.- Une salle-de-douche- Trois chambres confortables.Pour plus de commodité, une place de parc intérieure est disponible en sus (CHF 45'000.-) ainsi qu'une cave pour le stockage de vos effets personnels.Le chantier a déjà débuté ! Ne tardez pas à saisir cette opportunité. Contactez-nous dès aujourd'hui pour organiser une visite !";4.5;101.0;850000.0;8415.841584158416
6900 Massagno;2.5 locali con terrazzo vicino a tutti i servizi;2.5 locali con terrazzo a Massagno vicino a tutti i servizi, a 500 metri dalla stazione di Lugano e a 5 minuti a piedi dal centro storico.Situato al 3° piano, l’appartamento è composto da atrio d’ingresso, spazioso soggiorno con cucina a vista, disimpegno, camera matrimoniale, ripostiglio/guardaroba e bagno con doccia. Sia dal soggiorno che dalla camera si accede ad una terrazza coperta. Le finiture sono di ottimo livello con pavimento in piastrelle per zona giorno e in parquet per zona notte. Completano la proprietà 1 cantina inclusa nel prezzo e 1 posto auto in autorimessa al prezzo di 50.000 chf.La residenza Villa Leone di cui fa parte questo appartamento è composta da 14 unità ed è stata realizzata nel 2015. Nei pressi della residenza sono disponibili le fermate del bus cittadino con collegamenti al centro, il parco Maraini, bar e ristoranti. MISURESuperficie abitazione: 72.20 mqSuperficie terrazzo: 12.00 mqSuperficie cantina: 7.70 mqSuperficie commerciale: 78.20 mqRif.: V-NL-MAS-TES-11;2.5;78.0;675000.0;8653.846153846154
Schulstrasse 4, 3414 Oberburg;NEUBAU: Nachhaltiger Lebensraum, 3.5 Zimmer im 1. Obergeschoss (Whg. 8);"Modern &amp; Nachhaltig: Lebensraum Oberburg Wohnen mit einem konsequenten Energiekonzept für moderne Menschen. Durchdacht für alle Lebensphasen! Ob Singles, Paare, Familien und ältere Menschen, das Zuhause für die Zukunft. Entdecken Sie das spannende Neubauprojekt in Oberburg. 16 aussergewöhnliche und einzigartige Holzbau-Wohnungen mit einem konsequenten Energiekonzept, das keine Wünsche offenlässt. Hier verschmelzen Nachhaltigkeit und Ästhetik zu einem harmonischen Gesamtbild. Jede Wohnung zeugt von liebevollen Details und einer Auswahl an erstklassigen Materialien. Zusätzlich produziert Ihr künftiges Zuhause eigenständig Strom und Wärme. Einzigartige Vorteile auf einen Blick: • Bezugsbereit 2024/2025* • Individueller Innenausbau nach Ihrem Geschmack • Moderne und helle Grundrissgestaltung • Holzbauweise und langlebige Materialien für höchsten Wohnkomfort • Minergie A-Standard, Eigenproduktion von Strom und Wärme • Grosser gemeinschaftlicher Garten mit schönen Begegnungszonen • E-Carsharing, Intelligente Mobilität durch gemeinsam genutztes Elektro-Fahrzeug • Ladestation für E-Bikes und E-Auto mit eigen produziertem Strom für alle • Zentrale und doch ruhige Lage im Ort, innerhalb einer Quartierstrasse • ZEV-Anlage mit Gebäudeautomation und individueller Steuerung je Wohnung • Jede Wohnung verfügt über einen geräumigen separaten Keller • Rollstuhlgängig mit Lift auf jede Etage (Stufen- bzw. Schwellenlos) • Metorwasser-Sammlung im Garten und zahlreiche weitere durchdachte Details • Endlich modernes Wohnen mit echter Nachhaltigkeit und zukunftsgerecht Das Mehrfamilienhaus fördert das Gemeinschaftsgefühl, während es jedem Einzelnen ausreichend Raum und persönliche Rückzugsorte bietet. Dieses Gemeinschaftsgefühl wird im gemeinsamen Garten, einer Oase der Erholung auf grüner Wiese, sowie durch das geteilte Elektrofahrzeug, welches moderne Mobilität für alle ermöglicht, weiter vertieft. Gerne präsentieren wir Ihnen weitere Details und Planunterlagen in einer persönlichen Besprechung. Zögern Sie nicht und noch heute zu kontaktieren. Jetzt können Sie sich noch die für Sie attraktivste Wohnung sichern, nutzen Sie diese Chance. Dieses Objekt können Sie per Videoanruf besichtigen.";3.5;86.0;570000.0;6627.906976744186
Via Varenna 94, 6600 Locarno;VENDESI A SOLDUNO RESIDENZA PRIMARIA/SECONDARIA – NUOVI E SPAZIOSI APPARTAMENTI DI 3.5 LOCALI;;3.5;90.0;630000.0;7000.0
1958 Uvrier;Disponible en secondaire !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !C4-185 : Appartement de 3,5 pièces Surface habitable : 90 m2Terrasse : 10 m2Jardin : 74 m2Surface de vente : 118 m2Distribution :- 1 Hall d'entrée avec armoire- 2 Chambres- 1 Salle de bain avec baignoire- 1 Toilette pour les visiteurs- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Terrasse de 10 m2- 1 Jardin de 74 m2- 1 Cave (C147)PARKING :Plus de places extérieures disponibles9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc intérieure (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;3.5;118.0;568000.0;4813.559322033899
Ägertenstrasse, 3903 Naters;Vier stilvolle und moderne 3.5-Zimmer-Tiny-Häuser als Neubauvorhaben, die mit ihrer beeindruckenden Aussicht begeistern;;3.5;48.0;405000.0;8437.5
1040 Echallens;Superbe attique neuf;;4.5;104.0;1250000.0;12019.23076923077
Guglern 61, 6018 Buttisholz;Trigon61 - Mitten im Dreieck der Zentralschweiz;;4.5;128.0;890000.0;6953.125
1782 Belfaux;La Source Belfaux;"Profitant d'un lieu de vie idéal, le projet ""La Source"" propose 12 appartements allant du 2.5 pièces aux 5.5 pièces au coeur de la commune de Belfaux. Chaque immeuble compte 3 appartements avec des surfaces habitables variant de 50 m2 à 141 m2. Ces appartements aux volumes intéressants peuvent répondre aux attentes d'un jeune couple, d'une famille ou de seniors en fonction des besoins. Les logements situés au rez-de-chaussée profitent d'une belle terrasse donnant accès à l'espace vert et central du projet. Les appartements au 1er ou 2ème étage disposent quant à eux d'un balcon qui offre un coup d'oeil privilégié sur les extérieurs verdoyants. Des places de parc couvertes sont disponibles en sus du prix de vente.Pour de plus amples informations, vous pouvez consulter : www.source-belfaux.ch";5.5;141.0;980000.0;6950.354609929078
1544 Gletterens;Magnifique villa contemporaine au coeur du village à proximité du lac;Villas individuelle de 6.5 piècesSurface habitable d'environ 196 m²Terrasses et jardin Orientation sud-ouestLivraison prévue : début 2024Freistehende Villen mit 6.5 ZimmernWohnfläche von ca. 196 m².Terrassen und Garten Ausrichtung nach SüdwestenGeplante Fertigstellung: Anfang 2024Detached villa with 6.5 roomsApprox. 196 m² of living spaceTerraces and garden South-west facingScheduled delivery: early 2024;6.5;196.0;1350000.0;6887.755102040816
8845 Studen SZ;Wohnen wie im Urlaub;;2.5;110.0;795000.0;7227.272727272727
Bernstrasse 48, 3125 Toffen;Neubau 4 1/2-Zi-Whg. (Nr. 8) mit Galerie - Bernstrasse 48 in Toffen;;4.5;125.0;795000.0;6360.0
1510 Moudon;NEUF ! Appartement de 3.5 pièces avec jardin;LIBRE DE SUITE- Visite 360° et informations sur www.quartier-saint-michel.ch/appartements-disponiblesSitué au coeur de la Suisse romande, sur la commune de Moudon, le quartier Saint-Michel bénéficie des avantages d'une petite ville dynamique à la campagne. Un cadre de vie apaisé à moins de 40 minutes de Lausanne, Yverdon, Fribourg, Bulle et Payerne.Vos avantages :- Aménagements intérieurs modernes et de qualité, finitions au gré du preneur- Jardins privatifs, terrasses ou grands balcons- Succession d'espaces en gradins engazonnés et arborés- Place de jeux en bois- Site entièrement accessible par des chemins et des rampes- Parking visiteurs en surface- Parking souterrain voitures, motos et vélos61 appartements allant du 2.5 au 5.5 pièces, spacieux et confortables, vous y trouverez certainement votre futur lieu de vie !***Lot E01 | Appartement de 3.5 pièces | RdcSurface habitable = 83 m2Terrasse = 56 m2Jardin = 161 m22 chambres à coucherCuisine ouverteSalle de bain et douche/WC séparéeEspace buanderie (possibilité d'installer une colonne de lavage)Armoires murales à l'entréePlaces de parc : large simple + 2 places vélos;3.5;117.0;747000.0;6384.615384615385
1963 Vétroz;Villa - Vétroz : Réservez votre emplacement dès aujourd'hui !;!!! Réservez votre emplacement dès aujourd'hui !!!Futures villas jumelées de 4.5 pièces avec 131 m2 habitables.Découvrez cette villa jumelée par les couverts et caves de 4.5 pièces réparties sur 131 mètres carrés, avec un agréable jardin (terrasse sur demande et en sus du prix) bénéficiant d'un ensoleillement optimal et d'une vue dégagée sur les Alpes valaisannes.Conçue dans un style moderne avec l'utilisation de matériaux répondant aux normes actuelles, cette villa est parfaitement située, offrant un cadre paisible tout en étant à proximité des commodités essentielles.Pour la partie énergétique, cette villa combinera une pompe à chaleur (PAC) et des panneaux solaires photovoltaïques, garantit des charges énergétiques réduites. De plus, le choix des matériaux et des finitions peut être personnalisé selon les préférences de l'acquéreur.La distribution de la villa est la suivante :Rez-de-chaussée :- Hall d'entrée- Cuisine ouverte sur un lumineux séjour/salle à manger- Salle d'eau avec WC- Local technique- Réduit sous l'escalier- Escalier de distribution- Ouverture sur espace extérieur- Jardin-pelouse privative (environ 135m2)Étage :- Hall de distribution- Trois chambres à coucher- Salle de bain avec baignoire, douche et WCExtérieurs :- Une place de parc couverte- Deux places de parc extérieures- Cave privative- Terrasse (taille sur demande)- Pelouse privative- Local techniqueLe prix de vente inclut également les taxes et la construction des routes d'accès.Située à Vétroz, un charmant village sur la rive droite de la plaine du Rhône, cette propriété bénéficie d'une situation idéale à seulement 10 minutes de Sion et à 3 minutes de l'autoroute. Avec son ensoleillement optimal et son caractère authentique, Vétroz offre un cadre de vie paisible. Le développement harmonieux du village, ainsi que la variété d'infrastructures et de services disponibles (crèche, école, transports publics, centres commerciaux, équipements sportifs), en font un lieu de vie attrayant.Chez nous, la curiosité est un joli défaut ! N'hésitez pas à me contacter pour une visite au +41 79 464 11 35 ! !!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;4.5;127.0;750000.0;5905.511811023622
Furkastrasse, 3982 Bitsch;3.5 Zi.-Whg. WÜB Ze Warme Brunnu, Bitsch - B003-C203/ B003-C203;;3.5;114.0;570000.0;5000.0
1907 Saxon;Chambre parentale avec sdb privative;"UNE EXCLUSIVITÉ BERRA IMMOBILIERLes Clos des Vignes, PPE de 14 appartements proche du centre.Appartements 2.5, 3.5 et 4.5 pièces.Dès Frs 299'902.-Le chantier à démarré !CET APPARTEMENT N°02 (ÉTAGE 1) EST AGENCÉ COMME SUIT- Entrée avec armoire encastrée- Salle de bain, WC et lavabo- Chambre enfant- Chambre parentale avec sdb privative- Pièce de vie de plus de 30 m2- Balcon de plus de 10 m2PARKING- 1 place de parc extérieure, en sus et obligatoire à CHF 12'000.-- 1 place de parc couverte, en sus et obligatoire à CHF 20'000.-CARACTÉRISTIQUES- Bonne situation- Proche du centre-ville et des commodités- Zone Saxon/Riddes en plein développement (IKEA, McDonalds etc)- Construction selon les normes SIA- Isolation périphérique- Raccordement colonne de lavage- PAC Air/Eau- Distribution de chauffage par le sol- Carrelage partie jour et pièces sanitaires- Parquet dans les chambres- Finitions au gré du preneur- Stores électriques dans la partie jour- Places de parc extérieures et couvertes- 1 cave par appartement- Avec ascenseur- Informations complémentaires sur demandeSITUATION &amp; COMMODITÉS- Proche du centre-ville- Commerces, restaurants- Gare CFF- Écoles- Accès autoroutiersN'hésitez pas à consulter la liste des lots disponibles.Renseignements et visites : +41 79 464 11 48.***Tous nos biens sont disponibles sur www.berra-immobilier.ch***";3.5;93.0;427754.0;4599.5053763440865
Bernstrasse 65, 3400 Burgdorf;*Leben im Steinhof Burgdorf* - 3.5 Zimmer-Eigentumswohnung;;3.5;73.0;683250.0;9359.589041095891
Lowinerstrasse, 3911 Ried-Brig;4.5 Neubauwohnung in Ried-Brig;;4.5;116.0;845000.0;7284.482758620689
Via Principala, 7031 Laax GR;Posta Veglia zu Hause in Laax;NEUBAU. An zentraler und dennoch ruhiger Lage mit unverbaubarer Sicht auf die umliegenden Bergketten entsteht im Garten des traditionsreichen Hotel Posta Veglia ein Mehrfamilienhaus mit sechs Wohneinheiten.Im Dachgeschoss sowie im 1. Obergeschoss sind vier grosszügige Zweitwohnungen – zwei mit 4,5 Zimmern, zwei weitere mit 3,5 Zimmern geplant. Alle Wohnungen verfügen über grosszügige Raumverhältnisse. Die sonnige Lage mit unverbaubarer Aussicht nach Süden und Westen garantiert sonnlichtdurchflutete Räume im ganzen Haus.Im Erdgeschoss sind zwei bewirtschaftete Wohnungen ca. 118 und 95 m² vorgesehen. Eine Nutzung als Erstwohnung ist möglich.Die Tiefgarage im Untergeschoss ist über einen Lift und das Treppenhaus mit den Wohnungen verbunden. Ein bequemer Zugang trockenen Fusses ist auch im Winter möglich, wenn sich das Dorf tief verschneit präsentiertDie Wärmeerzeugung wird an das Fernwärmenetz der Gemeinde angeschlossen. Die Wärmelieferung durch die Gemeinde ist mit einem separaten Energie-Vertrag geregeltDer Neubau besticht durch seine geradlinige, stilvolle Architektur mit unverkennbarem Bezug zur Region: natürliche Materialien von höchster Qualität, meisterhaft verarbeitet, authentisch und nachhaltig – ein zweites Zuhause für Sie, Ihre Kinder und Enkelkinder SONNIG. Das traditionsreiche Hotel Posta Veglia liegt im Herzen von Laax, an der Via Principala, die durch den Dorfkern von Laax vitg (Dorf) führt. Das neue Mehrfamilienhaus Posta Veglia entsteht auf der strassenabgewandten Seite des bestehenden Gebäudes. Die Wohnungen im Neubau sind nach Süden und Westen ausgerichtet und verfügen alle über grosse Balkone, teils mit mit unverbaubarer Sicht auf die Signinagruppe und die südwestliche Surselva mit Brigels, Obersaxen und dem Oberalppass.ZENTRAL. Die Posta Veglia liegt zwei Gehminuten vom Dorfzentrum mit Bäckerei, Metzgerei, Volg (Lebensmittelgeschäft, 364 Tage geöffnet), Bushaltestelle, Post, Bank, Arzt und Sportgeschäft entfernt. In fünf Gehminuten erreicht man den Laaxersee (Lag Grond) mit Schule und Kindergarten sowie öffentlichem Hallenbad mit Wellness- und Fitnessbereich.DIE GEMEINDE. Laax mit den Fraktionen Laax Vitg (Dorf), Salums, Cons und Murschetg ist eingebettet in die einzigartige Berg- und Naturlandschaft der mittleren Surselva. Das sonnenverwöhnte Hochplateau auf rund 1050 m ü. M. wird umrahmt von majestätischen Berggipfeln und sattgrünen Wäldern.In unmittelbarer Nähe liegt die wildromantische Rheinschlucht Ruinaulta. Ihr attraktives Sport-, Freizeit- und Kulturangebot machen Laax zu einer attraktiven Ganzjahresdestination. Laax liegt 20 Autominuten von der Kantonshauptstadt Chur, 15 Minuten vom Autobahnanschluss Reichenau/Tamins und eineinhalb Autostunden vom Flughafen Zürich entfernt und ist gut an das öffentliche Verkehrsnetz angebunden.Jung, dynamisch, romanisch – das ist Laax heute. Das ist Ihr neues zweites Zuhause – nah genug, um schnell hier zu sein, weit genug weg, um Abstand vom Alltag zu gewinnenBaubeginn Mai 2024Bezug Dezember 2025 Kaufpreis: 3.5 Zimmerdachwohnung Nr. 6 Wohnfläche ca. 95 m2 CHF 1`855`0004.5 Zimmerdachwohnung Nr. 5 Wohnfläche ca. 118 m2 CHF. 2`305`000 Stellplatz Tiefgarage CHF 55`000 Wir freuen uns Sie beim Kauf Ihres «Ferienzuhauses» begleiten zu dürfen und freuen uns auf Ihre Anfrage.;3.5;95.0;1855000.0;19526.315789473683
1958 Uvrier;1er étage !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B4-109 : Appartement de 2,5 pièces Surface habitable : 70 m2Balcon : 18 m2Surface de vente : 80 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Chambre avec salle de bain privative avec douche et accès sur loggia de 5 m2- 1 Salle de bain avec baignoire- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 Balcon de 13 m2- 1 Cave (C91)PARKING :***Plus de places extérieures disponibles pour cette promotion***9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc intérieure (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;80.0;413000.0;5162.5
6616 Losone;Exklusive 3.5-Zimmer-Wohnung in Losone;;3.5;91.0;870000.0;9560.439560439561
Schulstrasse 4, 3414 Oberburg;NEUBAU: Nachhaltiger Lebensraum, 5.5 Zimmer im Erdgeschoss (Whg. 3);"Modern &amp; Nachhaltig: Lebensraum Oberburg Wohnen mit einem konsequenten Energiekonzept für moderne Menschen. Durchdacht für alle Lebensphasen! Ob Singles, Paare, Familien und ältere Menschen, das Zuhause für die Zukunft. Entdecken Sie das spannende Neubauprojekt in Oberburg. 16 aussergewöhnliche und einzigartige Holzbau-Wohnungen mit einem konsequenten Energiekonzept, das keine Wünsche offenlässt. Hier verschmelzen Nachhaltigkeit und Ästhetik zu einem harmonischen Gesamtbild. Jede Wohnung zeugt von liebevollen Details und einer Auswahl an erstklassigen Materialien. Zusätzlich produziert Ihr künftiges Zuhause eigenständig Strom und Wärme. Einzigartige Vorteile auf einen Blick: • Bezugsbereit 2024/2025* • Individueller Innenausbau nach Ihrem Geschmack • Moderne und helle Grundrissgestaltung • Holzbauweise und langlebige Materialien für höchsten Wohnkomfort • Minergie A-Standard, Eigenproduktion von Strom und Wärme • Grosser gemeinschaftlicher Garten mit schönen Begegnungszonen • E-Carsharing, Intelligente Mobilität durch gemeinsam genutztes Elektro-Fahrzeug • Ladestation für E-Bikes und E-Auto mit eigen produziertem Strom für alle • Zentrale und doch ruhige Lage im Ort, innerhalb einer Quartierstrasse • ZEV-Anlage mit Gebäudeautomation und individueller Steuerung je Wohnung • Jede Wohnung verfügt über einen geräumigen separaten Keller • Rollstuhlgängig mit Lift auf jede Etage (Stufen- bzw. Schwellenlos) • Metorwasser-Sammlung im Garten und zahlreiche weitere durchdachte Details • Endlich modernes Wohnen mit echter Nachhaltigkeit und zukunftsgerecht Das Mehrfamilienhaus fördert das Gemeinschaftsgefühl, während es jedem Einzelnen ausreichend Raum und persönliche Rückzugsorte bietet. Dieses Gemeinschaftsgefühl wird im gemeinsamen Garten, einer Oase der Erholung auf grüner Wiese, sowie durch das geteilte Elektrofahrzeug, welches moderne Mobilität für alle ermöglicht, weiter vertieft. Gerne präsentieren wir Ihnen weitere Details und Planunterlagen in einer persönlichen Besprechung. Zögern Sie nicht und noch heute zu kontaktieren. Jetzt können Sie sich noch die für Sie attraktivste Wohnung sichern, nutzen Sie diese Chance. Dieses Objekt können Sie per Videoanruf besichtigen.";5.5;158.0;1035000.0;6550.632911392405
Rue de la Citadelle 11, 2610 St-Imier;Appartement de 3.5 pièces avec balcon;;3.5;96.0;545000.0;5677.083333333333
1958 St-Léonard;Villa Individuelle 4,5 pièces sur les coteaux de St-Léonard;!!! EXCLUSIVITE BERRA Immobilier !!!Nous vous proposons cette magnifiques villas située sur les côteaux de Saint-Léonard, juste au-dessus de son fameux lac souterrain !Idéalement située sur la rive droite du Rhône entre les 2 villes les plus importantes du canton du Valais, Sion à 5km et Sierre à 10km, la commune de St-Léonard jouit d'une position stratégique idéale au coeur du Valais.Toutes les commodités (train, bus sédunois et cars régionaux direction Sierre, centre commercial Coop et magasin de proximité), ainsi qu'une vie de village agréable et une vie associative très active, offrent aux Léonardins une qualtié de vie hors-norme.CARACTERISTIQUES : - Cadre agréable et résidentiel- Architecture moderne- Orientation plein sud- Pompe à chaleur, chauffage au sol- Triple vitrage- Lumineux et au soleil toute la journée- Couvert à voiture avec 1 place par villa- Grande terrasse (en partie couverte)- Suite parentale avec salle d'eau privative et balcon-terrasse- Belle pièce de vie avec cuisine ouverte sur séjour-salle à manger- Cave privative d'environ 30m2- Rangements pratiques et nombreuses armoires- Finitions à choixCette villa se compose comme suit :SOUS-SOL:- Hall de circulation- Local technique- Grande cave (30 m2)REZ INFERIEUR- Hall de circulation- WC visiteurs- Cuisine ouverte sur séjour- Grande pièce à vivre (40,2m2)- Terrasse orientée Ouest- Balcon SudREZ SUPERIEUR- Entrée principale- Hall de circulation avec armoires murales- 2 chambres enfants (11 et 11,4m2) avec accès direct à la salle d'eau- Salle d'eau privative pour les 2 chambres- 1 suite parentale avec salle d'eau privative et accès à jolie terrasse et balconPARKING- 1 place sous couvert à voiture (inclus)- 1 place extérieure (inclus)COMMODITES- Quartier résidentiel calme- A 5 min de Sion / Sierre- Bus- Gare CFF- Autoroute à 5 min- Ski : Anzère, Crans, 4 vallées, etc.Plus d'informations et plaquette de ventes sur demandeChez nous, la curiosité est un joli défaut ! Appelez-moi pour une visite sur place au 079 464 11 48 !!!! RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH !!!;4.5;172.0;1390000.0;8081.395348837209
5454 Bellikon;Schlossberg Bellikon - Attraktives Wohnen am Hang;;5.5;142.0;1355000.0;9542.25352112676
3600 Thun;Mit Aussicht auf Eiger, Mönch und Jungfrau: 4.5-Zimmerwohnung;Die Überbauung Südmatte befindet sich, wie es der Name schon sagt, im Süden der Gemeinde Heimberg BE.Dank der optimalen Lage ge­niessen Sie hier einen wunderschönen Panoramablick und Sonne bis in die Abendstunden. Einkaufsmöglichkeiten, Schulen, KiTas, das Naherholungsgebiet an der Aare und die Stadt Thun erreichen Sie in wenigen Minuten. Von welchen weiteren Vorteilen Sie profitieren? Gerne lassen wir Ihnen die Verkaufsunterlagen zukommen und beraten Sie persönlich.;4.5;119.0;890000.0;7478.991596638655
