Address,Title,Description,Rooms,Living Space (sqm),Price,Canton,Nearest Station Distance (m),city_center,garden,terrace,view,luxus,condition,Predicted Price
3073 Gümligen,KOMFORTABLE WOHNUNG IM HERZEN VON MURI BEI BERN,"Diese zentrale 1.5-Zimmerwohnung in Muri bei Bern bietet alles, was man für ein angenehmes Wohngefühl benötigt. Mit ihrer stadtnahen Lage sowie der familienfreundlichen Umgebung ist sie der ideale Ort um sich niederzulassen.Die Wohnung verfügt über drei Schlafzimmer mit hoher Lichtdurchflutung und geräumiger Nutzfläche.Der gemütliche Essbereich welcher den Mittelpunkt der Wohnung bildet, lädt zu gemeinsamen Koch- und Spielabenden ein. Vom grosszügigen und hellen Wohnzimmer aus gelangt man auf den sonnigen Balkon.Zudem befinden sich im Flur praktische Einbauschränke welche als Stauraum aber auch als Garderobe genutzt werden können.Die Wohnung verfügt zusätzlich über ein Badezimmer mit Dusche und Badewanne sowie ein separates WC für zusätzlichen Komfort und Flexibilität.Im Erdgeschoss befindet sich ein beheizter Disporaum, welcher sich ideal als Bürozimmer nutzen lässt und somit die Möglichkeit für individuelle Raumgestaltung bietet.Dies ermöglicht das Wohnen und Arbeiten getrennt zu halten. Die beiden Einstellhallenplätze können zusätzlich erworben werden.Die grosszügige Dachterrasse, die zur gemeinschaftlichen Nutzung zur Verfügung steht, begeistert mit ihrer malerischen Kulisse.Im Sommer lädt sie zu geselligen Grillfesten ein und bietet somit einen perfekten Ort, um den Tag ausklingen zu lassen.HIGHLIGHTS - Beheizter Disporaum im EG- Balkon - Grosse Dachterrasse zur Mitbenützung- Lift- Gemeinsame Waschküche- Eigenes Kellerabteil- Beliebtes Wohnquartier- Nahe an der AareFür weitere Auskünfte oder eine Besichtigung vor Ort, stehen wir Ihnen jederzeit gerne zur Verfügung. ""Ihre Spezialisten für Wohn-Lifestyle""",1.0,280,Price on request,Bern,6837.0,False,False,True,False,False,old,1653369.6
"Hofgutweg 7, 3400 Burgdorf",Geräumige 1.5-Zimmer Wohnung im Steinhofquartier von Burgdorf,,1.5,29,Price on request,Bern,312.0,False,False,False,False,False,old,764025.0
"Hangweg 18, 3414 Oberburg",Grosszügiges 2.5-Zimmer- Doppeleinfamilienhaus,Dieses charmante Einfamilienhaus aus dem Jahr 2005 präsentiert sich in ausgezeichnetem Zustand. Mit einer Wohnfläche vom ca. 200 Quadratmetern bietet das Haus grosszügigen Wohnraum auf drei Etagen und weitere attraktive Vorzüge: • Grosszügiger Grundriss • Familienfreundliche Lage • Cheminée • Durchsonnter und grosszügiger Garten • Garage • Parkplatz Haben wir Ihr Interesse geweckt? Gerne senden wir Ihnen die Verkaufsdokumentation. Vereinbaren Sie doch gleich einen Besichtigungstermin mit uns!,2.5,200,Price on request,Bern,1140.0,False,True,False,False,False,old,1450908.1
3453 Heimisbach,Historische Liegenschaft mit viel Charme im Emmental,Im schönen Emmental sucht dieses beeindruckende Anwesen mit fast 700 m2 Wohnfläche einen neuen Visionär und Eigentümer. Folgend Highlights bietet diese Liegenschaft: • Grosses Grundstück mit 3'549 m2 • Gestaltungsfreiheit • Viel Nutzflächen innen sowie aussen • Pferdehaltung mit 7 Stallboxen • Gastroküche • Gästezimmer • Eigentümerwohnung • Studio • Sehr gute Zufahrt • Zusätzlich Inventar • und vieles mehr... Haben wir Ihr Interesse geweckt? Gerne stellen wir Ihnen unsere Verkaufsdokumentation zu. Sie möchten mehr erfahren? Nehmen Sie jederzeit unverbindlich Kontakt mit uns auf - Wir beraten Sie gerne!,7.0,860,Price on request,Bern,13098.0,False,False,False,False,False,old,1451291.2
3703 Aeschi bei Spiez,Fortlaufend renoviertes Mehrfamilienhaus in Aeschi bei Spiez zu verkaufen mit CHF 117'540. Nettoeinnahmen,"Willkommen in Ihrem nächsten Investment! Dieses Mehrfamilienhaus bietet eine einzigartige Gelegenheit für Anleger, die auf der Suche nach einer stabilen Rendite und langfristigen Mietverhältnissen sind. Objektdetails: • 5 Wohnungen und 1 Café und 2 Gewerberäumlichkeiten welche in Wohnungen umgesetzt werden können. • Fortlaufende Renovierungen: Das Gebäude wurde kontinuierlich gepflegt und modernisiert, um höchste Wohn- und Arbeitsqualität zu gewährleisten. • Dachsanierung 2018: Investition in die Substanz für langfristige Werterhaltung. • Fenstererneuerungen 2017: In drei Wohnungen sorgen moderne Fenster für optimale Lichtverhältnisse. • Neue Küchen 2018: Zwei Einheiten erhielten zeitgemäße Küchenausstattungen, während die übrigen aus den Jahren 2004/2005 stammen. • Neue Ölheizung 2023: Effiziente Wärmeversorgung für alle Einheiten. • Caféumbau 2015: Eine der Gewerbeeinheiten wurde 2015 zu einem Café umgestaltet. Renditekennzahlen: • Leerstand in zwei Gewerberäumlichkeiten: CHF 2'990. netto pro Monat. • Nettoeinnahmen bei CHF 117'540. Leerstand abgezogen • Nettoeinnahmen bei CHF 151'140. Leerstand nicht abgezogen Potenzial zur Werterhöhung: • Leerstehende Gewerberäume können in Wohnungen umgewandelt werden, um das Renditepotenzial zu steigern. Standortvorteile: • Atemberaubende Aussicht: Genießen Sie eine beeindruckende Panoramasicht. • Langjährige Mieter: Stabile Mietverhältnisse • Ideale Lage: Einkaufsmöglichkeiten, öffentliche Verkehrsanbindungen und Schulen in unmittelbarer Nähe. • Schnelle Erreichbarkeit: In nur 15 Minuten erreichen Sie Interlaken und Thun, in 10 Minuten den malerischen Thunersee. Dieses Mehrfamilienhaus ist nicht nur eine Investition, sondern eine Gelegenheit, in eine florierende Region mit nachhaltigem Potenzial zu investieren. Vereinbaren Sie noch heute einen Besichtigungstermin, um alle Vorzüge dieser Immobilie selbst zu erleben.",9.0,930,Price on request,Bern,15135.0,False,False,False,True,False,renovated,1420383.8
"Bergwelt 9, 3818 Grindelwald",Bergwelt Grindelwald Chalet Beryll,"Willkommen in der Bergwelt! Im schönsten Tal der Welt, an bester Lage inmitten des Dorfzentrums, mit grandiosem Ausblick auf das einmalige Bergpanorama, finden Sie die wohl edelste Wohnvariante.Swiss Design Collection hat im Jahr 2021 ein 4-Sterne-Superior Hotel, im modernen Chalet Stil eröffnet, bei dem der aktuelle Zeitgeist den Takt angibt. Als charmantes Wellness-Resort bereichert es die Bergwelt Grindelwald und die Eigentümer der Chalets können auf Wunsch von den Dienstleistungen des Hotels profitieren. Vor allem was Spa, Fitness und die tollen Restaurants betrifft. Das Chalet Beryll ist innen im Rohbau und der Ausbau kann nach den Wünschen des Käufers ausgebaut werden! Gerne informieren wir Sie!Vereinbaren Sie einen persönlichen Termin mit Ernst Knutti, 079 214 88 88 oder info@jungfrauimmobilien.ch",2.5,330,Price on request,Bern,794.0,False,False,False,True,False,old,1627519.0
"Luegstrasse 2, 3472 Wynigen",Einmalige Immobilie zur Weiterentwicklung,"Die beeindruckende Immobilie befindet sich an idealer, zentraler Lage im Dorfkern, nur wenige Meter vom Bahnhof und von den Einkaufsmöglichkeiten entfernt. Von hier ist man mit dem Zug in 11 Minuten mitten im Zentrum der Wirtschaftsmetropole Bern.Die geschützte Liegenschaft besteht aus einem grosszügigen Landgasthof mit diversen Gästezimmern von unterschiedlichem Ausbaustandard sowie aus der Wirtenwohnung und einem zusätzlichen Saal mit Bühne. Der Gasthof «Linde» ist zurzeit in Betrieb und in der Region bekannt und beliebt. Für eine allfällige Weiterentwicklung kann das ganze Gebäude umgenutzt werden. Eine entsprechende Machbarkeitsstudie ist bereits fertiggestellt worden. Ausserdem sind auf der Parzelle ein einstöckiges Einfamilienhaus und zahlreiche Parkplätze vorhanden. Ein besonderes Highlight ist der geschichtsträchtige Gewölbekeller, der dem Restaurant gegenwärtig als Weinkeller dient. Diese einmalige Gelegenheit bietet Investoren, Bauunternehmern und Architekten ein enormes Potenzial, ihre Vorstellungen und Ideen umzusetzen. Interessiert? Dann nehmen Sie mit uns Kontakt auf für weitere Informationen.",11.0,1,Price on request,Bern,373.0,False,False,False,False,False,old,461859.2
"Bodelenweg 1, 3172 Niederwangen b. Bern","Moderne, helle 2.5-Zimmerwohnung in Niederwangen mit Blick ins Grüne",,2.5,160,Price on request,Bern,545.0,False,False,False,True,False,old,1187460.4
3780 Gstaad,Chalet de luxe à quelques minutes de Gstaad,"UNE EXCLUSIVITÉ CARDIS SOTHEBY'S INTERNATIONAL REALTY !Ce chalet a été construit en 2016 avec des matériaux et finitions haute gamme et bénéficie de beaux volumes avec une surface habitable d'environ 740 m2 répartis sur 5 niveaux.La terrasse, le jardin, la piscine intérieure ainsi que le sauna complètent avantageusement ce bien. Chaque étage est accessible par des escaliers, ou par ascenseur. Cette propriété d'exception est située dans la Commune de Zweisimmen, dans le Canton de Berne, à seulement 20 minutes en voiture du village de Gstaad et sa fameuse Promenade.En toutes saisons, appréciez le calme des alentours et de la proximité avec les pistes de skis du Domaine skiable de Zweisimmen-Schönried.Trois aéroports accessibles en jet, avec location de hangars sont à une proximité idéale tout en évitant leurs nuisances. Ce cadre idyllique ajouté au charme moderne de cet objet de luxe provoquera assurément un coup de coeur !- Cheminées dans les suites- Grand espaces lumineux- Nombreuses chambres- Espace sport et wellness- Extérieurs sans vis-à-visEIN EXKLUSIVES ANGEBOT VON CARDIS SOTHEBY'S INTERNATIONAL REALTY!Dieses Chalet wurde 2016 mit hochwertigen Materialien und Ausführungen gebaut und verfügt über großzügige Räume mit einer Wohnfläche von ca. 740 m2, die sich auf 5 Ebenen verteilen.Die Terrasse, der Garten, das Hallenbad sowie die Sauna vervollständigen dieses Objekt vorteilhaft. Jede Etage ist über eine Treppe oder einen Aufzug erreichbar. Diese außergewöhnliche Immobilie befindet sich in der Gemeinde Zweisimmen, im Kanton Bern, nur 20 Autominuten vom Dorf Gstaad und seiner berühmten Promenade entfernt.Genießen Sie zu jeder Jahreszeit die Ruhe der Umgebung und die Nähe zu den Skipisten des Skigebiets Zweisimmen-Schönried.Drei Flughäfen, die mit dem Jet erreichbar sind und für die Hangars gemietet werden können, befinden sich in idealer Nähe, ohne dass es zu Lärmbelästigungen kommt. Diese idyllische Umgebung und der moderne Charme dieses Luxusobjekts werden Ihnen garantiert gefallen!- Kamine in den Suiten- Große, helle Räume- Zahlreiche Schlafzimmer- Sport- und Wellnessbereich- Außenbereiche ohne GegenüberEXCLUSIVITY CARDIS SOTHEBY'S INTERNATIONAL REALTY !This chalet was built in 2016 with high quality materials and finishes and benefits from beautiful volumes with a living area of approximately 740 m2 spread over 5 levels.The terrace, the garden, the indoor pool and the sauna complete this property. Each floor is accessible by stairs or by elevator. This exceptional property is located in the Commune of Zweisimmen, in the Canton of Bern, only 20 minutes by car from the village of Gstaad and its famous Promenade.In all seasons, enjoy the quietness of the surroundings and the proximity to the ski slopes of the Zweisimmen-Schönried ski area.Three airports with hangars for hire are ideally located in the vicinity and are accessible by jet. This idyllic setting combined with the modern charm of this luxury object is sure to make you fall in love with it!- Fireplaces in the suites- Large and bright spaces- Numerous rooms- Sports and wellness area- Unoverlooked exterior",740.0,0,Price on request,Bern,573.0,False,True,True,False,True,old,480595.28
"Bifigen 5, 3716 Kandergrund",Studio EG ost,,2.0,10,Price on request,Bern,2906.0,False,False,False,False,False,old,473997.47
3073 Gümligen,ELEGANTE GARTENWOHNUNG: MODERN MIT PANORAMABLICK,"In dieser exklusiven 1-Zimmer-Wohnung in 3073 Gümligen verzaubert nicht nur das einzigartige Bergpanorama, sondern auch der unwiderstehliche Charme. Die äusserst einladende Wärme empfängt Sie bereits beim Betreten des geräumigen Entrées.Die grosszügig gestaltete, moderne Küche bietet einen idealen Raum für kulinarische Kreationen und besticht darüber hinaus mit einem äusserst praktischen Zugang zum Wintergarten. Sie beeindruckt zudem durch ideale Ausstattung wie einen Dampfgarer. Der nahtlose Übergang zwischen Wohn- und Essbereich schafft eine familiäre und harmonische Wohlfühloase, perfekt für gesellige Stunden mit Familie und Freunden.Das gemütliche Cheminée lädt zu entspannten Abenden ein und der wunderschöne Panoramablick auf Eiger, Mönch und Jungfrau rundet das Wohnzimmer äusserst harmonisch ab. Der geräumige Balkon und die kleine Treppe für den direkten Zugang zum Garten schaffen ein einzigartiges Wohngefühl.Selbst im Wintergarten lassen sich bei warmen wie auch kälteren Temparaturen wundervolle Stunden verbringen und geniessen. Mit seiner schönen Atmosphäre schafft er eine Oase im eigenen zu Hause.Die Architektur der Wohnung führt entlang praktischer Einbauschränke inklusive Beleuchtung zu den Rückzugsorten, den beiden Schlafzimmern. Das geräumigere Schlafzimmer bietet den Luxus einer unmittelbaren Verbindung zu einem Badezimmer mit WC, Dusche und Badewanne. Die hochwertige Sanitäreinrichtung aus Corian von Talsee verleiht diesem Bereich einen ansprechenden Charakter. Die Liegenschaft verfügt zudem über ein weiteres Badezimmer sowie ein Gäste-WC.Die Wohnung bietet einen Kellerraum und zwei Disporäume, die zusätzlichen Stauraum, sowie eine weitere Nasszelle schaffen. Die Immobilie bietet darüber hinaus zwei praktische Einstellhallenplätze sowie einen Aussenparkplatz, die zusätzlich erworben werden können.DAS WICHTIGSTE IN KÜRZE:o Wunderschöne Panoramasicht auf das Berner Oberlando Idyllischer Garten o Praktische Klimaanlageo Charmantes Cheminée mit Kaminkassetteo Moderner Innenausbauo Beliebtes Wohnquartiero Zwei Disporäumeo Familienfreundliche LageFür weitere Auskünfte oder für eine Besichtigung vor Ort stehen wir Ihnen jederzeit gerne zur Verfügung.""Ihre Spezialisten für Wohn-Lifestyle""",1.0,280,Price on request,Bern,6837.0,False,True,True,True,True,old,1653369.6
3073 Gümligen,ELEGANTE GARTENWOHNUNG: MODERN MIT PANORAMABLICK,"In dieser exklusiven 1-Zimmer-Wohnung in 3073 Gümligen verzaubert nicht nur das einzigartige Bergpanorama, sondern auch der unwiderstehliche Charme. Die äusserst einladende Wärme empfängt Sie bereits beim Betreten des geräumigen Entrées.Die grosszügig gestaltete, moderne Küche bietet einen idealen Raum für kulinarische Kreationen und besticht darüber hinaus mit einem äusserst praktischen Zugang zum Wintergarten. Sie beeindruckt zudem durch ideale Ausstattung wie einen Dampfgarer. Der nahtlose Übergang zwischen Wohn- und Essbereich schafft eine familiäre und harmonische Wohlfühloase, perfekt für gesellige Stunden mit Familie und Freunden.Das gemütliche Cheminée lädt zu entspannten Abenden ein und der wunderschöne Panoramablick auf Eiger, Mönch und Jungfrau rundet das Wohnzimmer äusserst harmonisch ab. Der geräumige Balkon und die kleine Treppe für den direkten Zugang zum Garten schaffen ein einzigartiges Wohngefühl.Selbst im Wintergarten lassen sich bei warmen wie auch kälteren Temparaturen wundervolle Stunden verbringen und geniessen. Mit seiner schönen Atmosphäre schafft er eine Oase im eigenen zu Hause.Die Architektur der Wohnung führt entlang praktischer Einbauschränke inklusive Beleuchtung zu den Rückzugsorten, den beiden Schlafzimmern. Das geräumigere Schlafzimmer bietet den Luxus einer unmittelbaren Verbindung zu einem Badezimmer mit WC, Dusche und Badewanne. Die hochwertige Sanitäreinrichtung aus Corian von Talsee verleiht diesem Bereich einen ansprechenden Charakter. Die Liegenschaft verfügt zudem über ein weiteres Badezimmer sowie ein Gäste-WC.Die Wohnung bietet einen Kellerraum und zwei Disporäume, die zusätzlichen Stauraum, sowie eine weitere Nasszelle schaffen. Die Immobilie bietet darüber hinaus zwei praktische Einstellhallenplätze sowie einen Aussenparkplatz, die zusätzlich erworben werden können.DAS WICHTIGSTE IN KÜRZE:o Wunderschöne Panoramasicht auf das Berner Oberlando Idyllischer Garten o Praktische Klimaanlageo Charmantes Cheminée mit Kaminkassetteo Moderner Innenausbauo Beliebtes Wohnquartiero Zwei Disporäumeo Familienfreundliche LageFür weitere Auskünfte oder für eine Besichtigung vor Ort stehen wir Ihnen jederzeit gerne zur Verfügung.""Ihre Spezialisten für Wohn-Lifestyle""",1.0,280,Price on request,Bern,6837.0,False,True,True,True,True,old,1653369.6
3780 Gstaad,Situation d'exception au coeur des montagnes,"Situé à côté du renommé Hotel Bellevue, ce bien saura vous séduire par sa typologie et ses finitions de qualité. Allant de la répartition généreuse de l’espace jusqu'à ses matériaux de standing, ce bien prestigieux possède tout le charme dont vous rêvez.Erigé en 1995 et rénové en 2004, ce luxueux appartement en duplex localisé au coeur du village de Gstaad répond aux exigences les plus élevées.En franchissant la porte d’entrée, vous trouverez un hall équipé d’armoires murales qui vous permettra d’accueillir vos convives confortablement. Vous découvrirez ensuite une spacieuse pièce de vie baignée de lumière. Elle est pourvue d'un premier séjour et d'un grand espace dînatoire pouvant accueillir jusqu'à 20 personnes à table, communiquant avec une grande cuisine à l’américaine. Cette dernière est entièrement équipée avec des électroménagers de qualité et des matériaux de standing. Dans le second séjour, vous pourrez ensuite découvrir un superbe poêle en faïence, réalisé par Johann Kaspar Wysswald, datant de 1716. L'espace nuit accueille 5 chambres à coucher et 3 salles de bains. Un bureau, un vestibule, un WC visiteur et un local de rangement complètent agréablement ce niveau.En découvrant la partie supérieure, une galerie de distribution aménagée en espace TV vous mènera aux deux autres chambres. Une spacieuse salle de bains avec douche et WC a été conçue sur ce même niveau afin d'agrémenter ces belles chambres.Un soin tout particulier a été apporté aux aménagements extérieurs avec deux balcons orientés Sud-Ouest, desquels vous pourrez admirer la vue sur les montagnes qui vous entourent: un atout de taille pour cet objet d'exception qui vous permettra de profiter de belles journées d'été en famille ou entre amis et de prolonger agréablement vos soirées.De plus, 4 places de parc intérieures complètent agréablement cette propriété de rêve.Si vous êtes tenté par un bien conjuguant prestige et bien-être, venez visiter sans tarder ! Dasha Boca 079 898 36 44",3.5,520,Price on request,Bern,573.0,False,True,True,True,True,renovated,2001089.9
"Tschingelstrasse 1, 3655 Sigriswil",wohnen in der Region Thunersee - abseits von Lärm und Stress,"möchten Sie der Hektik einer dicht besiedelten Gegend entfliehen?dann könnte dies eine ideale Wohnung für Sie sein.worum es geht:1.5-Zimmer-Wohnung in der Region Thunersee, hoch über dem rechten Seeufer gelegen, sonnig, ruhig und aussichtsreichideal für jüngere und ältere Menschendie notwendige Infrastruktur mit Einkauf, Schule und Kindergarten in Fussdistanzvielseitiges Angebot für aktive und passive Erholung in der Regionunser Angebot im Detail:1.5 Zimmer und 23 m2 Nettowohnfläche1 Nasszelle mit Bad/WCgrosser, heller Wohn- und Essbereich mit offener Küche sowie Warmluftcheminéegedeckter Balkon 12.5 m2 mit attraktiver WeitsichtKellerabteilkleiner Schopf1 Autoabstellplatz in der Einstellhalle, mit Autolift verbundenZur Mitbenützung steht ein Wasch- und Trockenraum zur Verfügung mit je 1 Waschturm pro Etage.Die Nebenkosten sind in einem absolut vertretbaren Rahmen. Die Heizkosten sind dank der neuen, energiesparenden Ölheizung auf einem annehmebar tiefen Niveau. Die Wohnung wird mit einer Bodenheizung erwärmt.Sie wirkt gepflegt und ist grundsätzlich einzugsbereit. Sowohl vom Haupteingang wie auch von der Einstellhalle her ist sie mit einem Personenlift jederzeit gut erreichbar. Die Wohnung war von Beginn an stets in denselben guten Händen.Wichtig zu wissen:Das Mehrfamilienhaus mit total 12 Wohneinheiten wurde laufend gut unterhalten und liegt am Rande des Dorfes in Richtung Schwanden und Aeschlen. Einkaufen, Post, Bank, Kindergarten und Schule mit Unterstufe und Oberstufe inkl. Sekundarschulstufe sind ca. 500 Meter entfernt und gut zu Fuss erreichbar. Der Bahnhof von Thun ist rund 12.5 Kilometer entfernt und ist gut mit dem ÖV (Bus) erreichbar. Der Autobahnanschluss in Heimberg ist rund 14 Kilometer von Sigriswil entfernt und in ca. 30 Minuten gut erreichbar.",1.5,23,Price on request,Bern,12302.0,False,False,True,False,False,old,703344.0
"Breitenfeldstrasse 5, 2575 Täuffelen",Diverse Wohnungen noch Verfügbar! Überbauung Breitenfeld,"Willkommen in Breitenfeld Das Idyllische Dorf Täuffelen ist bereit für seine neuen Bewohner Über 20 Wohnung stehen noch zur Verfügung in allen Grössen, ob ein kleines 2.5 Zimmer Etagenwohnung oder ein 5.5 Zimmer Erdgeschoss mit grossem Garten diese Liegenschaft lässt keine Wünsche offen. Die einzelnen Wohnungen haben einiges zu bieten: - Erstbezug nach Fertigstellung - Küche, Bad und Bodenplatten können freigewählt werden - Elektrische Storen - Gute ÖV Anbindung (eine detaillierte Markt- und Mikrolagen Analyse finden Sie in diesem Dossier weiter unten. - Waschmaschine und Tumbler direkt in der Wohnung - Atemberaubende Aussicht auf die Berner Alpen - Parkplatz in der Tiefgarage für 35`000 CHF. - und und und... Haben wir Ihr Interesse geweckt? Sie können die verschiedenen Verkaufsdokumentationen auf unserer Website herunterladen, gehen Sie auf www.possessionem.ch Vereinbaren Sie einen unverbindlichen Termin, wir stehen Ihnen jederzeit zur Verfügung und freuen uns auf die Kontaktaufnahme.",2.5,0,Price on request,Bern,7642.0,False,True,False,True,False,new,682583.44
"Route de Payerne 3, 1752 Villars-sur-Glâne",OPPORTUNITÉ UNIQUE Propriétés de standing à vendre à Villars-sur-Glâne,,2.5,240,Price on request,Fribourg,3106.0,False,False,False,False,False,old,1600535.1
"Route de Payerne 3, 1752 Villars-sur-Glâne",OPPORTUNITÉ UNIQUE Propriétés de standing à vendre à Villars-sur-Glâne,,2.5,260,Price on request,Fribourg,3106.0,False,False,False,False,False,old,1672885.9
1630 Bulle,Dernier lot à personnaliser ! Villa familiale et contemporaine - 2 P - Bulle avec vue sur le Moleson- Personnalisable et modulable,,2.0,170,Price on request,Fribourg,2267.0,False,False,False,True,True,old,1344226.8
"Route de la Dey, 1732 Arconciel",à Arconciel à 10 mn de Fribourg,,2.5,180,Price on request,Fribourg,10034.0,False,False,False,False,False,old,1273227.8
"Route de la Dey, 1732 Arconciel",Magnifique appartement en attique à Arconciel à 10 mn de Fribourg,,2.5,180,Price on request,Fribourg,10034.0,False,False,True,False,True,old,1273227.8
"Impasse des Agges, 1754 Avry-sur-Matran",2 villas contiguës à Avry-sur-Matran,"Ce projet de 2 villas contiguës à construire à Avry-sur-Matran. La villa A de 5 1/2 pces possède un terrain de 656 m2 et une surface de plancher de 225 m2 , la villa B de 5 1/2 pces possède un terrain de 271 m2 et une surface de plancher de 197 m2. Les 2 villas sont composées au rez d'un disponible de 13 m2, d'un rangement de 10 m2, un local technique et 1 entrée couverte. Au 1er étage un séjour, cuisine salle à manger de 53 m2, un cellier de 2.5 m2 et un réduit extérieur de 5 m2. Au 2ème étage une suite parentale de 18 m2 avec salle de bain privative ainsi que 2 chambres de 12 m2 chacune avec une salle de bain. Le chauffage se fait par pompe à chaleur air eau et le bâtiment est équipé de panneaux solaires.",2.5,0,Price on request,Fribourg,6407.0,False,False,False,False,True,old,627360.5
1669 Albeuve,Maison contiguë à Albeuve,,2.5,210,Price on request,Fribourg,234.0,False,False,False,False,False,old,1449544.5
"Rue du Moléson 20, 1636 Broc",Appartement 1.5 pièces rénové au dernier étage,,1.5,22,Price on request,Fribourg,471.0,False,False,False,False,False,renovated,585359.5
"Escalier du Court-Chemin 4, 1700 Fribourg",Einfamilienhaus mit Garten mitten in der Altstadt von Freiburg,,2.5,290,Price on request,Fribourg,890.0,False,True,False,False,False,old,1611777.5
1475 Forel FR,Splendide villa en bordure de zone agricole avec débouchée sur le lac,"Belle villa avec cachet implantée sur une spacieuse parcelle à l'abri des nuisances en bordure de zone agricole. Construite avec des matériaux de qualité (double murs) et très bien entretenue au fil du temps, cette propriété est un vrai cocon de tranquillité et bénéficie de nombreux atouts. Conçue ingénieusement, elle est répartie sur deux niveaux plus les combles et offre de généreux espaces. Les larges fenêtres sont en triple vitrage et en PVC. La majeure partie de la propriété est composée de carrelage, de tapisseries de grande qualité, de moulures au niveau des murs et de rosaces aux plafonds. Elle se compose comme suit :Au rez-de-chaussée : - Porte d'entrée avec double épaisseurs - Grande entrée avec meuble à chaussures- WC visiteur - Cuisine semi-fermée entièrement rénovée en 2019- Une salle à manger avec sol en grès - Un séjour avec cheminée donnant sur la terrasse - Une véranda non chauffée (double vitrage) - Un couloir muni de nombreuses armoires encastrées amenant jusqu'aux chambres- Une première chambre avec son petit dressing intégré- Une seconde chambre avec lampes pour tableaux - Une troisième chambre avec sortie sur jardin- Une salle de bain composée de: une douche avec poignée et siège, une grande baignoire, un sèche-serviette, double vasque ainsi qu'une descente pour le linge directement dans la buanderie Au sous-sol : - Une porte donnant sur le jardin- Bureau / chambre complétement isolé/e- Un WC individuel- Une cave avec pavés d'humidité- Une buanderie avec espace pour colonnes de lavage et arrivée de la descente de linge- Un garage pour 1 voiture- Un garage pour 2 voitures avec bassin et espace pour un atelier- Un local citernes- Un local technique / chauffage Les combles, isolés avec le séjour, offrent une généreuse surface de rangement. A l'extérieur, vous trouverez une spacieuse place pour y parquer de nombreux véhicules, un splendide jardin avec piscine, barbecue, 3 sorties d'eau, une terrasse ombragée grâce à un arbre et une seconde terrasse protégée avec un store toile électrique. Cette villa, protégée du vis-à-vis grâce sa magnifique haie, allie confort et praticité grâce à sa fibre optique pour le travail en home office ou encore ses multiples prises électriques et ses meubles sur mesure.",2.0,210,Price on request,Fribourg,5781.0,False,True,True,False,True,old,1470296.6
